LoyaltyId,ContactId,FirstName,LastName,FullName,DateOfBirth,Gender,EMail,Telephone,RewardPoints,CreditCard,CreatedOn
LOYID_5462,CNTID_5462,Lisa,Metropoulos,Lisa Metropoulos,2005-10-06,Female,lisa_metropoulos@sanchezsmithandking.com,(334)433-5523x69206,13,No,2018-07-01
LOYID_5463,CNTID_5463,Dorothy,Mench,Dorothy Mench,1985-12-29,Female,dorothy_mench@byrdlesterandbarron.com,754-166-1426x5217,18,No,2018-02-22
LOYID_5464,CNTID_5464,Laura,Finney,Laura Finney,1989-07-12,Female,laura_finney@velasquezandsons.com,(603)044-5723x891,257,Yes,2018-01-30
LOYID_5465,CNTID_5465,Jennifer,Pinyan,Jennifer Pinyan,1972-11-16,Female,jennifer_pinyan@williamspattersonandgarner.com,+1-349-238-7440x0970,297,Yes,2018-01-20
LOYID_5466,CNTID_5466,Jennifer,Panza,Jennifer Pdnza,1996-08-21,Female,jennifer_panza@toddandsons.com,(792)964-4617x2031,90,Yes,2017-03-01
LOYID_5467,CNTID_5467,Dorothy,Macchia,Dorothy Macchia,1984-01-26,Female,dorothy_macchia@heathlong.com,+1-938-942-9966x10832,71,Yes,2018-01-21
LOYID_5468,CNTID_5468,Barbara,Iller,Barbara Iller,1997-05-17,Female,barbara_iller@sanchezhansenandrice.com,408-086-6260x4520,155,No,2017-09-16
LOYID_5469,CNTID_5469,Ruth,Bommarito,Ruth Bommarito,2004-09-11,Female,ruth_bommarito@williamsoninc.com,483-325-9330x1481,17,Yes,2018-09-10
LOYID_5470,CNTID_5470,Linda,Frattali,Linda Frattali,1986-09-25,Female,linda_frattali@blackwellfreeman.com,+1-145-609-1751,45,Yes,2018-02-10
LOYID_5471,CNTID_5471,Jennifer,Linville,Jennifer Linville,2013-02-17,Female,jennifer_linville@alexandernewman.com,(317)781-8402x806,15,No,2017-12-16
LOYID_5472,CNTID_5472,Sarah,Bialecki,Sarah Bialecki,1983-06-18,Female,sarah_bialecki@mccarthycooper.com,678-188-8691,13,Yes,2018-04-19
LOYID_5473,CNTID_5473,Karen,Ohrnstein,Karen Ohrnstein,1974-02-07,Female,karen_ohrnstein@wilsonadams.com,001-699-961-2167x3951,36,No,2017-04-05
LOYID_5474,CNTID_5474,Margaret,Trippe,Margaret Trippe,1999-01-04,Female,margaret_trippe@kelleyandsons.com,9648088658,199,No,2018-08-11
LOYID_5475,CNTID_5475,Laura,Montville,Laura Montville,1989-10-22,Female,laura_montville@rogersltd.com,222.915.4330x0194,16,Yes,2017-09-23
LOYID_5476,CNTID_5476,Carol,Thomeczek,Carol Tmomeczek,1987-10-10,Female,carol_thomeczek@davispratt.com,1682105792,222,No,2017-08-12
LOYID_5477,CNTID_5477,Susan,Winne,Susan Winne,1983-12-27,Female,susan_winne@brooksgroup.com,(292)908-6743,276,No,2017-03-07
LOYID_5478,CNTID_5478,Jennifer,Degreenia,Degreenia Jennifer,1991-05-10,Female,jennifer_degreenia@barrysmith.com,847-284-1730,89,No,2017-10-25
LOYID_5479,CNTID_5479,Elizabeth,Luensmann,Elizabech Luensmann,1970-05-08,Female,elizabeth_luensmann@wagnerhunter.com,(259)025-5632x64176,238,No,2017-07-11
LOYID_5480,CNTID_5480,Patricia,Wimmer,Patricia Wimmer,1969-08-03,Female,patricia_wimmer@lopezpadillaandmoore.com,(861)727-4029x753,155,Yes,2018-12-09
LOYID_5481,CNTID_5481,Elizabeth,Cihon,Elicabeth Cihon,1988-09-05,Female,elizabeth_cihon@johnsoncochran.com,157-963-6964,137,Yes,2018-09-04
LOYID_5482,CNTID_5482,Betty,Apodaca,Betty Apodaca,1986-06-21,Female,betty_apodaca@tayloracevedoandvaughn.com,(847)492-5136,93,Yes,2017-10-16
LOYID_5483,CNTID_5483,Carol,Bosque,Carol Bosque,1970-10-19,Female,carol_bosque@grayjonesandhernandez.com,(624)507-5951x49838,192,No,2017-11-13
LOYID_5484,CNTID_5484,Lisa,Medlar,Lisa Medlar,1979-06-24,Female,lisa_medlar@holmesnicholsandmccoy.com,+1-281-679-0689,122,Yes,2017-07-01
LOYID_5485,CNTID_5485,Carol,Busche,Carol Busche,1988-08-26,Female,carol_busche@jacksonturner.com,+1-997-803-4866,178,No,2018-08-23
LOYID_5486,CNTID_5486,Karen,Vanicek,Karen Vanikek,1988-09-09,Female,karen_vanicek@franklingroup.com,2451581441,42,No,2018-04-27
LOYID_5487,CNTID_5487,Karen,Winokur,Karen Winokur,2014-05-13,Female,karen_winokur@andersonhernandez.com,+1-622-535-9075x36275,144,Yes,2018-08-26
LOYID_5488,CNTID_5488,Kimberly,Markie,Markie Kimberly,1995-05-02,Female,kimberly_markie@alexandermartinezandsimpson.com,070.789.0844x08354,36,No,2018-02-07
LOYID_5489,CNTID_5489,Betty,Tep,Bvtty Tep,1989-11-25,Female,betty_tep@kinggomezandhardy.com,001-043-699-7516x08645,96,Yes,2018-06-18
LOYID_5490,CNTID_5490,Margaret,Denboer,Margaret Denboer,1970-12-28,Female,margaret_denboer@hillllc.com,248.226.9865,222,Yes,2018-04-30
LOYID_5491,CNTID_5491,Karen,Schelling,Karen Schelling,1994-11-02,Female,karen_schelling@porterllc.com,856-121-8408x1780,110,Yes,2018-02-28
LOYID_5492,CNTID_5492,Michelle,Cotey,Michelle Cotey,1972-05-08,Female,michelle_cotey@howellkleinandsmith.com,504.128.0463x2015,103,Yes,2017-02-06
LOYID_5493,CNTID_5493,Donna,Scucchi,Donna Scucchi,2015-11-23,Female,donna_scucchi@nelsonjohns.com,+1-173-388-7658,234,No,2017-12-12
LOYID_5494,CNTID_5494,Nancy,Mccalpin,Nawcy Mccalpin,1988-09-15,Female,nancy_mccalpin@palmerandsons.com,(527)503-3535,167,No,2018-07-22
LOYID_5495,CNTID_5495,Elizabeth,Baldonado,Elizabeth Baldonado,1979-11-11,Female,elizabeth_baldonado@stephensandsons.com,112-874-5988,212,No,2017-01-11
LOYID_5496,CNTID_5496,Barbara,Mujalli,Mujalli Barbara,2016-10-13,Female,barbara_mujalli@jenkinsjohnson.com,+1-277-867-0022x451,256,No,2018-10-22
LOYID_5497,CNTID_5497,Carol,Fara,Caroy Fara,1992-11-08,Female,carol_fara@wilsongroup.com,(073)448-2528,141,No,2018-03-02
LOYID_5498,CNTID_5498,Jennifer,Geronime,Geronime Jennifer,1982-08-23,Female,jennifer_geronime@mitchellltd.com,125.047.8028,229,No,2018-09-20
LOYID_5499,CNTID_5499,Kimberly,Brashier,Kimberly Brashier,1983-10-17,Female,kimberly_brashier@leeholtandnorman.com,219.964.1076,234,Yes,2017-12-03
LOYID_5500,CNTID_5500,Patricia,Duckwall,Patricia Duckwall,1997-10-27,Female,patricia_duckwall@harrisllc.com,7772131661,50,No,2018-07-25
LOYID_5501,CNTID_5501,Elizabeth,Chown,Elizabeth Chown,1988-07-31,Female,elizabeth_chown@martinhinesandturner.com,8559634417,30,No,2018-06-20
LOYID_5502,CNTID_5502,Margaret,Jarver,Margaret Jarver,1969-05-29,Female,margaret_jarver@sandersplc.com,134.663.6728x178,110,No,2018-04-11
LOYID_5503,CNTID_5503,Sandra,Muscolino,Sandra Muscmlino,1974-07-12,Female,sandra_muscolino@howardjohnson.com,001-214-223-1095x5708,51,Yes,2017-03-05
LOYID_5504,CNTID_5504,Mary,Stopp,Mxry Stopp,1978-01-30,Female,mary_stopp@davisltd.com,153.821.6875x81069,121,Yes,2018-09-28
LOYID_5505,CNTID_5505,Mary,Butsch,Mary Butsch,2009-12-10,Female,mary_butsch@zunigaandsons.com,886.057.1042,268,Yes,2017-11-16
LOYID_5506,CNTID_5506,Linda,Galaz,Linda Galaz,1978-06-10,Female,linda_galaz@bellgallegosandschwartz.com,584-799-7103,114,Yes,2017-06-14
LOYID_5507,CNTID_5507,Donna,Hect,Dtnna Hect,1970-10-16,Female,donna_hect@longbrownandevans.com,3745242769,276,Yes,2018-01-29
LOYID_5508,CNTID_5508,Kimberly,Mabin,Kimberly Mabin,1995-08-06,Female,kimberly_mabin@romeromiller.com,(659)849-3651x1097,168,Yes,2018-04-02
LOYID_5509,CNTID_5509,Lisa,Mutart,Lisa Mwtart,1977-03-22,Female,lisa_mutart@hortonplc.com,001-206-772-2262x20785,209,No,2018-01-10
LOYID_5510,CNTID_5510,Margaret,Deutscher,Margaret Deutscher,1975-03-20,Female,margaret_deutscher@beanbell.com,(928)030-7900x824,101,No,2018-08-03
LOYID_5511,CNTID_5511,Helen,Timmers,Helen Timmers,2006-03-12,Female,helen_timmers@thomaslittleandrichardson.com,956-611-8295,23,Yes,2017-11-20
LOYID_5512,CNTID_5512,Nancy,Reid,Nancy Reid,1979-07-17,Female,nancy_reid@fergusonsotoandcollier.com,001-800-743-9485,65,No,2017-08-01
LOYID_5513,CNTID_5513,Linda,Watler,Linda Watler,1995-05-14,Female,linda_watler@morenoandersonandandrews.com,909-404-7839x0980,51,Yes,2017-06-30
LOYID_5514,CNTID_5514,Barbara,Caal,Barbara Caal,1978-10-28,Female,barbara_caal@bowersrussellandmoreno.com,(533)685-7568x56493,285,No,2018-03-16
LOYID_5515,CNTID_5515,Carol,Crabbe,Carol Crabbe,1971-11-13,Female,carol_crabbe@alvarezjohnson.com,(313)966-2114,18,Yes,2018-10-05
LOYID_5516,CNTID_5516,Karen,Zuehl,Karen Zuehl,1996-08-28,Female,karen_zuehl@lopezhuang.com,+1-173-210-1321x27309,33,No,2018-02-14
LOYID_5517,CNTID_5517,Helen,Carlyon,Helen Carlyhn,1981-07-02,Female,helen_carlyon@taylorhicksandmartinez.com,029.560.3668,294,Yes,2017-08-29
LOYID_5518,CNTID_5518,Carol,Paglinawan,Carol Paglinaqan,2002-10-04,Female,carol_paglinawan@hillswanson.com,001-931-340-8695x811,87,No,2018-11-08
LOYID_5519,CNTID_5519,Susan,Bozich,Bozich Susan,2015-04-10,Female,susan_bozich@williamsgroup.com,(364)400-3648,91,No,2017-03-23
LOYID_5520,CNTID_5520,Donna,Clites,Donna Clites,1987-02-25,Female,donna_clites@ortegainc.com,849-109-5185x38018,288,No,2017-01-16
LOYID_5521,CNTID_5521,Barbara,Ackerman,Barbara Ackerman,2014-12-13,Female,barbara_ackerman@thorntoncarroll.com,249.717.2713x628,59,Yes,2018-10-22
LOYID_5522,CNTID_5522,Ruth,Balcom,Balcom Ruth,1983-03-05,Female,ruth_balcom@sandersllc.com,001-172-671-7009x067,48,Yes,2017-02-05
LOYID_5523,CNTID_5523,Patricia,Tewell,Patricia Tewell,2012-12-24,Female,patricia_tewell@gilbertplc.com,3812275553,288,No,2018-04-10
LOYID_5524,CNTID_5524,Michelle,Dewyer,Michelle Dewwer,2015-02-03,Female,michelle_dewyer@smithmartinezandlandry.com,001-893-705-1925x129,240,Yes,2017-12-07
LOYID_5525,CNTID_5525,Sharon,Farson,Sharon Farson,2004-12-16,Female,sharon_farson@lawsondicksonandcaldwell.com,6664163885,221,Yes,2018-07-27
LOYID_5526,CNTID_5526,Jennifer,Gabbert,Gabbert Jennifer,2018-05-29,Female,jennifer_gabbert@tuckerjohnsonandcox.com,377-830-5887x23610,219,No,2017-11-26
LOYID_5527,CNTID_5527,Mary,Shirer,Shirer Mary,2016-01-22,Female,mary_shirer@ritterjensenandnelson.com,(550)084-2058,151,Yes,2017-08-05
LOYID_5528,CNTID_5528,Betty,Cuartas,Betty Cuartas,1995-06-03,Female,betty_cuartas@collinsingramandallen.com,864.513.1667,295,No,2017-09-11
LOYID_5529,CNTID_5529,Mary,Fabrizius,Fabrizius Mary,1986-11-26,Female,mary_fabrizius@fitzpatricksilva.com,(023)294-1141,203,No,2017-10-17
LOYID_5530,CNTID_5530,Betty,Piantanida,Betty Piantanida,1974-02-09,Female,betty_piantanida@morenotaylor.com,300-451-6637x36782,123,Yes,2018-10-02
LOYID_5531,CNTID_5531,Sharon,Duchemin,Sharon Duchenin,2013-10-08,Female,sharon_duchemin@berryelliott.com,(934)832-6342x3047,167,Yes,2017-01-12
LOYID_5532,CNTID_5532,Margaret,Poythress,Margaret Poythress,1980-11-09,Female,margaret_poythress@simpsoncombs.com,+1-672-820-1278x12004,281,No,2018-01-18
LOYID_5533,CNTID_5533,Sharon,Grundy,Sharon Grundy,1992-05-25,Female,sharon_grundy@westjohnson.com,001-738-872-3069x691,139,Yes,2018-11-11
LOYID_5534,CNTID_5534,Karen,Sahlberg,Karen Sahlberg,1982-08-26,Female,karen_sahlberg@leonardrojas.com,504.411.0917x459,212,No,2018-08-16
LOYID_5535,CNTID_5535,Kimberly,Ruyes,Kimberly duyes,2008-09-01,Female,kimberly_ruyes@flynnlee.com,001-784-602-0646x8710,260,Yes,2017-10-15
LOYID_5536,CNTID_5536,Helen,Backous,Backous Helen,1989-11-19,Female,helen_backous@joneslee.com,630-665-0990,12,No,2017-11-30
LOYID_5537,CNTID_5537,Barbara,Tengan,Barbara Tengan,1977-12-23,Female,barbara_tengan@bradleyellisandeaton.com,(315)811-9032x7484,33,Yes,2017-09-17
LOYID_5538,CNTID_5538,Laura,Mcnew,Laura Mcnew,1974-07-08,Female,laura_mcnew@shermancharlesandwilliams.com,001-992-418-2118x34086,274,No,2018-06-13
LOYID_5539,CNTID_5539,Maria,Pomeroy,Maria vomeroy,2006-05-05,Female,maria_pomeroy@barnettllc.com,001-687-634-2389x4348,277,Yes,2017-04-02
LOYID_5540,CNTID_5540,Betty,Peralto,Betty Peralto,2002-07-25,Female,betty_peralto@lewiswebbandhancock.com,654-292-5434x965,56,Yes,2018-09-18
LOYID_5541,CNTID_5541,Dorothy,Pettinger,Dorothy Pettinger,1992-05-30,Female,dorothy_pettinger@sandersplc.com,343.041.5623,56,Yes,2017-10-11
LOYID_5542,CNTID_5542,Kimberly,Tatton,Tatton Kimberly,1984-10-21,Female,kimberly_tatton@nixonmillerandhenson.com,001-828-491-5003x8146,107,Yes,2018-10-05
LOYID_5543,CNTID_5543,Linda,Saffo,Linda Saffo,1981-03-25,Female,linda_saffo@hillllc.com,474-866-6374x507,296,Yes,2017-04-21
LOYID_5544,CNTID_5544,Michelle,Zipay,Michelle qipay,2008-03-02,Female,michelle_zipay@smithgraves.com,001-192-505-4097,103,No,2018-01-28
LOYID_5545,CNTID_5545,Susan,Snipes,Susan Snipes,1975-04-13,Female,susan_snipes@riverallc.com,(015)266-3440x796,192,Yes,2017-04-24
LOYID_5546,CNTID_5546,Nancy,Pexsa,Nancy Pexsa,1970-03-22,Female,nancy_pexsa@mendozainc.com,462-133-7616x78733,108,No,2018-05-04
LOYID_5547,CNTID_5547,Jennifer,Millora,Jennifer Millora,1974-03-03,Female,jennifer_millora@westhoganandgonzales.com,851.612.9231x39553,286,Yes,2017-04-22
LOYID_5548,CNTID_5548,Carol,Friskney,Carol Friskney,1989-07-24,Female,carol_friskney@ramosaguilarandlevy.com,724.189.0981x4153,239,No,2017-06-23
LOYID_5549,CNTID_5549,Donna,Gaede,Donna Gaede,1992-11-15,Female,donna_gaede@jonessalinas.com,7948784642,247,No,2017-02-10
LOYID_5550,CNTID_5550,Patricia,Pemelton,Patricia Pemelton,1993-02-13,Female,patricia_pemelton@bonillafordandhowell.com,(023)930-5795x583,235,No,2017-03-16
LOYID_5551,CNTID_5551,Helen,Leisner,Helen Leisner,2006-08-29,Female,helen_leisner@williamsandsons.com,(561)928-1175,293,Yes,2018-05-28
LOYID_5552,CNTID_5552,Betty,Bompiani,Betty Bompiani,2016-07-04,Female,betty_bompiani@maldonadoltd.com,+1-805-715-3401x528,259,No,2017-11-29
LOYID_5553,CNTID_5553,Michelle,Haya,Michelle Haya,1984-12-01,Female,michelle_haya@reyesgray.com,765.662.7978x808,294,No,2017-08-06
LOYID_5554,CNTID_5554,Patricia,Ryberg,Patricia Ryberg,2009-05-16,Female,patricia_ryberg@sharpgroup.com,(718)696-3319,20,No,2018-01-24
LOYID_5555,CNTID_5555,Jennifer,Krasner,Krasner Jennifer,1984-07-13,Female,jennifer_krasner@johnsonvaldezandolson.com,+1-844-081-7367x428,281,No,2018-02-07
LOYID_5556,CNTID_5556,Donna,Boyens,Donna Boyens,2001-07-20,Female,donna_boyens@herreraplc.com,(867)976-6705,181,Yes,2017-08-30
LOYID_5557,CNTID_5557,Michelle,Schwipps,Schwipps Michelle,1992-04-21,Female,michelle_schwipps@johnsonnewtonanddavis.com,415-427-7321x63619,25,No,2018-08-15
LOYID_5558,CNTID_5558,Mary,Fukumoto,Mary Fukumoto,1975-11-06,Female,mary_fukumoto@smithwadeandlee.com,478.234.6066x125,54,No,2018-06-30
LOYID_5559,CNTID_5559,Donna,Maize,Donna Maize,1984-09-01,Female,donna_maize@watsonsilvaandreynolds.com,151-007-6854x50489,192,No,2018-07-27
LOYID_5560,CNTID_5560,Michelle,Forshey,Michehle Forshey,1968-12-17,Female,michelle_forshey@rubioalvarado.com,5841686739,68,Yes,2017-11-24
LOYID_5561,CNTID_5561,Lisa,Trisdale,Lisa Trisdale,1999-11-16,Female,lisa_trisdale@hudsonbaxter.com,001-916-362-5651,222,Yes,2018-01-13
LOYID_5562,CNTID_5562,Kimberly,Blessing,Kimberly Blessing,2018-11-09,Female,kimberly_blessing@smithrusso.com,(921)468-3946x306,194,Yes,2017-07-22
LOYID_5563,CNTID_5563,Jennifer,Grzesik,Grzesik Jennifer,2011-04-21,Female,jennifer_grzesik@penaandsons.com,001-405-207-5046x01588,111,No,2018-08-20
LOYID_5564,CNTID_5564,Jennifer,Nairn,Nairn Jennifer,1998-09-18,Female,jennifer_nairn@richardsonballandtorres.com,001-686-094-0863x5229,245,No,2018-01-21
LOYID_5565,CNTID_5565,Dorothy,Panning,Dorothy Panning,1974-07-16,Female,dorothy_panning@webbgonzalez.com,394-323-0788x917,230,No,2017-12-23
LOYID_5566,CNTID_5566,Sharon,Chaples,Sharon Chaples,2010-06-23,Female,sharon_chaples@saundersstoneandhardy.com,+1-456-329-9886x6814,28,No,2017-06-24
LOYID_5567,CNTID_5567,Ruth,Hoose,Ruth Hoose,2000-02-08,Female,ruth_hoose@wrightkellyandmoss.com,753.561.7208,289,Yes,2018-01-21
LOYID_5568,CNTID_5568,Mary,Delnero,Mary Delnero,1993-03-17,Female,mary_delnero@tranplc.com,001-123-321-9404x3108,93,No,2017-01-06
LOYID_5569,CNTID_5569,Lisa,Macho,Lisa Macho,1981-07-16,Female,lisa_macho@hudsonfuller.com,(604)503-5848x3155,197,No,2018-02-16
LOYID_5570,CNTID_5570,Susan,Stumpe,Susan Stumpe,1995-04-02,Female,susan_stumpe@millerlyons.com,963.074.2159x5341,75,No,2018-06-10
LOYID_5571,CNTID_5571,Sandra,Murfin,Sandra Murfin,1997-01-28,Female,sandra_murfin@macdonaldplc.com,268-746-7160,197,No,2017-01-09
LOYID_5572,CNTID_5572,Jennifer,Towsley,Jennifer Towsley,2012-06-24,Female,jennifer_towsley@roywilliamsandlewis.com,+1-707-612-3224,141,No,2017-04-14
LOYID_5573,CNTID_5573,Carol,Neeley,Neeley Carol,1990-09-03,Female,carol_neeley@callahanevansandsmith.com,374-208-1662,108,Yes,2017-08-25
LOYID_5574,CNTID_5574,Barbara,Blakeborough,Blakeborough Barbara,2006-02-16,Female,barbara_blakeborough@kochllc.com,(718)760-3418,35,No,2017-07-13
LOYID_5575,CNTID_5575,Michelle,Robidoux,Michelle Robidoux,2017-07-11,Female,michelle_robidoux@rodriguezgroup.com,+1-291-391-2987x61616,278,No,2018-06-03
LOYID_5576,CNTID_5576,Helen,Almarza,Helen Almarza,2004-10-13,Female,helen_almarza@carterbeanandrodriguez.com,(892)252-0738x7993,54,Yes,2017-01-20
LOYID_5577,CNTID_5577,Carol,Guerrido,Carol Guerrido,1979-01-21,Female,carol_guerrido@burnsltd.com,+1-770-753-5345x0115,81,No,2018-06-27
LOYID_5578,CNTID_5578,Betty,Juran,Betty Juran,1993-06-18,Female,betty_juran@cooperdiazandbrown.com,6972766969,147,No,2018-05-25
LOYID_5579,CNTID_5579,Barbara,Barlau,Burbara Barlau,1998-08-17,Female,barbara_barlau@barrltd.com,001-313-675-0700x2955,244,Yes,2017-06-08
LOYID_5580,CNTID_5580,Laura,Bratek,Laura Bratek,2004-12-06,Female,laura_bratek@frazierjacobson.com,520-655-1278,183,Yes,2018-12-15
LOYID_5581,CNTID_5581,Kimberly,Edler,Kimberly Edler,2016-08-13,Female,kimberly_edler@warrenltd.com,931.755.2363,131,No,2017-05-08
LOYID_5582,CNTID_5582,Carol,Craighead,Carol Craighead,2005-12-04,Female,carol_craighead@birdandsons.com,(736)291-7133x279,244,Yes,2018-05-22
LOYID_5583,CNTID_5583,Nancy,Brenner,Nancy Brenner,1986-06-06,Female,nancy_brenner@hardingmckinney.com,488-543-0293,207,No,2017-01-05
LOYID_5584,CNTID_5584,Michelle,Eichorn,Eichorn Michelle,2011-09-14,Female,michelle_eichorn@johnsonjohnsonandthompson.com,380.398.0016,138,No,2018-10-24
LOYID_5585,CNTID_5585,Karen,Demonte,Karen Demonte,1986-08-12,Female,karen_demonte@sandovalrobertsonandstewart.com,+1-157-389-4158,67,Yes,2018-09-16
LOYID_5586,CNTID_5586,Nancy,Stoltzfus,Nancy Stoltzfus,2018-06-19,Female,nancy_stoltzfus@pierceinc.com,623-753-7080x743,105,No,2017-08-05
LOYID_5587,CNTID_5587,Sharon,Swinton,Sharon Swinton,1985-09-06,Female,sharon_swinton@parksgroup.com,258-962-3008x33933,123,Yes,2018-09-21
LOYID_5588,CNTID_5588,Michelle,Mayans,Michelle Mayans,1971-01-20,Female,michelle_mayans@cruzmooreandpaul.com,045-763-3051,165,Yes,2017-02-15
LOYID_5589,CNTID_5589,Betty,Meigs,Betty Meigs,1976-06-30,Female,betty_meigs@thomasllc.com,664.322.9799x90058,55,No,2018-11-17
LOYID_5590,CNTID_5590,Patricia,Turro,Patricia Turro,2011-12-28,Female,patricia_turro@mooremedina.com,(200)542-9249x47397,276,Yes,2018-06-21
LOYID_5591,CNTID_5591,Barbara,Patch,Barbara Patch,1971-08-17,Female,barbara_patch@adamssimmons.com,464-570-2863x673,132,Yes,2017-10-02
LOYID_5592,CNTID_5592,Barbara,Marcinkowski,Barbara Marcinkowski,2005-09-30,Female,barbara_marcinkowski@robertspetersonandrobinson.com,383-694-9588x8706,188,No,2018-05-27
LOYID_5593,CNTID_5593,Carol,Borr,Carol Borr,1975-03-26,Female,carol_borr@penningtonmcculloughandhutchinson.com,341.714.5556,198,Yes,2017-04-09
LOYID_5594,CNTID_5594,Donna,Plotz,Plotz Donna,1991-02-04,Female,donna_plotz@williamscastillo.com,(755)115-9812,194,No,2018-02-04
LOYID_5595,CNTID_5595,Linda,Schou,Linda Schou,2006-10-21,Female,linda_schou@watsonhowardandpatel.com,(369)580-2213x15237,160,Yes,2017-12-12
LOYID_5596,CNTID_5596,Linda,Arfman,Linda Arfman,2012-10-20,Female,linda_arfman@bowmanplc.com,001-668-727-8877x30387,242,No,2017-01-19
LOYID_5597,CNTID_5597,Elizabeth,Gallen,Elizabeth Gallen,2005-06-14,Female,elizabeth_gallen@brookscowan.com,001-349-731-5660,191,Yes,2017-06-10
LOYID_5598,CNTID_5598,Patricia,Calabro,Patricia Calabro,1980-12-28,Female,patricia_calabro@masonandsons.com,001-374-168-5223,45,No,2018-01-03
LOYID_5599,CNTID_5599,Sharon,Pinckard,Sharon Pinckard,2001-04-27,Female,sharon_pinckard@munozandsons.com,792-425-9888x422,109,No,2017-06-01
LOYID_5600,CNTID_5600,Mary,Ivaska,Mary Ivaska,1980-04-04,Female,mary_ivaska@williamsscottandhammond.com,557-900-1417x406,180,No,2018-02-22
LOYID_5601,CNTID_5601,Dorothy,Needy,Needy Dorothy,1973-02-13,Female,dorothy_needy@nicholsgroup.com,517-452-1895,166,Yes,2017-03-31
LOYID_5602,CNTID_5602,Lisa,Gagon,Lisa Gagon,2007-03-14,Female,lisa_gagon@hernandezllc.com,001-141-326-7816,108,No,2018-12-07
LOYID_5603,CNTID_5603,Mary,Lehner,Mary Lehner,1990-06-07,Female,mary_lehner@browngarcia.com,6374294221,166,No,2018-07-06
LOYID_5604,CNTID_5604,Michelle,Taitt,Michelle Taitt,1981-10-31,Female,michelle_taitt@martininc.com,(969)471-8772x257,199,Yes,2017-07-05
LOYID_5605,CNTID_5605,Betty,Kelln,Betty selln,2005-03-29,Female,betty_kelln@valdezmorgan.com,(020)719-0209x44401,206,No,2017-06-19
LOYID_5606,CNTID_5606,Barbara,Yeargain,Barbara Yeargain,1973-02-02,Female,barbara_yeargain@watsonltd.com,001-668-435-7970x633,84,No,2018-03-27
LOYID_5607,CNTID_5607,Carol,Rigatti,Carol Rigatti,1976-07-02,Female,carol_rigatti@changjuarez.com,001-940-667-8997x7197,105,No,2017-11-08
LOYID_5608,CNTID_5608,Sarah,Pruden,Sawah Pruden,2012-06-13,Female,sarah_pruden@clarkgreen.com,(975)909-3009x420,289,Yes,2018-10-05
LOYID_5609,CNTID_5609,Carol,Roark,Carol Roark,1987-08-08,Female,carol_roark@andrewsltd.com,(760)253-4342,91,Yes,2017-07-17
LOYID_5610,CNTID_5610,Margaret,Kornreich,Kornreich Margaret,1982-08-03,Female,margaret_kornreich@morsechambersandmendez.com,579.850.7838x148,208,No,2017-03-13
LOYID_5611,CNTID_5611,Nancy,Baumhoer,Nancy Baumhoer,1975-05-14,Female,nancy_baumhoer@nguyenltd.com,+1-776-618-7489,198,Yes,2018-09-28
LOYID_5612,CNTID_5612,Margaret,Orr,Margaret Orr,2011-05-11,Female,margaret_orr@mcintyrewardandmorse.com,(966)492-1383,226,Yes,2018-11-20
LOYID_5613,CNTID_5613,Donna,Scholle,Donna Schovle,2008-11-12,Female,donna_scholle@jenkinsandsons.com,+1-764-237-9088x714,287,Yes,2018-05-02
LOYID_5614,CNTID_5614,Sandra,Burfield,Sandra Burfield,1986-06-01,Female,sandra_burfield@kellypageandclark.com,+1-839-844-8993x73300,290,No,2017-12-25
LOYID_5615,CNTID_5615,Donna,Trudgeon,Donna Trudgeon,1973-05-15,Female,donna_trudgeon@roachllc.com,(789)977-3599,167,Yes,2018-11-01
LOYID_5616,CNTID_5616,Margaret,Genzel,Margaret Genzel,2001-12-08,Female,margaret_genzel@huangdouglas.com,001-788-076-4331x9259,72,Yes,2018-03-21
LOYID_5617,CNTID_5617,Lisa,Mouw,Lisa Mouw,1982-01-24,Female,lisa_mouw@wrightgraves.com,878.903.7207x349,39,Yes,2017-03-10
LOYID_5618,CNTID_5618,Sandra,Cimeno,Sandpa Cimeno,1991-01-18,Female,sandra_cimeno@schaeferhenson.com,220-216-1336,54,Yes,2018-07-02
LOYID_5619,CNTID_5619,Jennifer,Zener,Jynnifer Zener,1975-09-25,Female,jennifer_zener@wagnerinc.com,539-337-7999,38,Yes,2017-02-08
LOYID_5620,CNTID_5620,Susan,Brumbelow,Brumbelow Susan,1996-08-18,Female,susan_brumbelow@petersongroup.com,001-660-398-3022x291,28,No,2017-08-30
LOYID_5621,CNTID_5621,Patricia,Harrold,Patricia Harrold,2010-01-19,Female,patricia_harrold@gonzalezschmidt.com,837.329.4410,251,No,2017-10-22
LOYID_5622,CNTID_5622,Margaret,Auiles,Margaret Auiles,1997-04-04,Female,margaret_auiles@washingtoninc.com,1140338811,212,No,2018-08-30
LOYID_5623,CNTID_5623,Linda,Monachino,Linda Monachino,2008-07-06,Female,linda_monachino@rodriguezcarlson.com,+1-992-622-5959x91961,37,No,2018-02-09
LOYID_5624,CNTID_5624,Laura,Slappy,Laura Slappy,1992-12-05,Female,laura_slappy@boonellc.com,(618)284-4333x11462,164,No,2017-06-06
LOYID_5625,CNTID_5625,Maria,Bowle,Bowle Maria,1981-11-09,Female,maria_bowle@chanwhiteandbishop.com,+1-989-399-7078x88840,122,Yes,2017-09-26
